派案單號,案件序號,案件來源,專案名稱,業者名稱,業者主業別,業者次業別,行政區,地址,地址備註,稽查日期,表單名稱,稽查結果代碼,稽查結果,FORM_LOG_ID,最後更新日期,CR_DATETIME,UP_DATETIME
A107083000933,41,專案,107年新北市校園食品安全管理精進執行計畫-餐盒工廠,元茂農產企業股份有限公司,其他一般食品製造業,其他食品製造業,新莊區,"五權一路3號之2, 1樓",新北市新莊區五權一路3號之2 1樓,20180907,食品現場稽查紀錄表(GHP),A3,輔導改善,A107083000933-00041-1-GHP,52:24.1,24:27.6,NULL
A107083000933,48,專案,107年新北市校園食品安全管理精進執行計畫-餐盒工廠,雙翼食品有限公司,食品工廠,餐盒食品,樹林區,忠愛街1號1樓,及3號1.2樓,20180910,食品現場稽查紀錄表(GHP),A1,合格,A107083000933-00048-1-GHP,52:27.7,24:27.6,NULL
A107083000933,53,專案,107年新北市校園食品安全管理精進執行計畫-餐盒工廠,寬大食品有限公司,食品工廠,餐盒食品,新店區,民生路29號,,20180914,食品現場稽查紀錄表(GHP),A3,輔導改善,A107083000933-00053-1-GHP,52:30.5,24:27.6,NULL
A107083000933,58,專案,107年新北市校園食品安全管理精進執行計畫-餐盒工廠,久翔食品股份有限公司,食品工廠,餐盒食品,樹林區,武林街16之1號,,20180912,食品現場稽查紀錄表(GHP),A3,輔導改善,A107083000933-00058-1-GHP,52:33.2,24:27.6,NULL
A107083000933,59,專案,107年新北市校園食品安全管理精進執行計畫-餐盒工廠,全盛美食有限公司,食品工廠,餐盒食品,樹林區,保安街3段1巷1號,,20180912,食品現場稽查紀錄表(GHP),A3,輔導改善,A107083000933-00059-1-GHP,52:33.7,24:27.6,NULL
A107083000935,1,民眾檢舉,,無市招滷味,其他一般食品製造業,其他食品製造業,三重區,新北大道1段100巷31號,及隔壁棟,20180831,食品現場稽查紀錄表(GHP),B1,不合格,A107083000935-00001-1-GHP,13:11.2,24:27.6,NULL
A107083000935,2,民眾檢舉,,無市招滷味,其他一般食品製造業,其他食品製造業,三重區,新北大道1段100巷31號,及隔壁棟,20180912,食品現場稽查紀錄表(GHP),A2,複查合格,A107083000935-00002-1-GHP,41:50.7,24:27.6,NULL
A107083000937,1,民眾檢舉,,無市招小吃店,食品販賣業,傳統市場攤商,土城區,中央路2段308號,,20180831,食品現場稽查紀錄表(GHP),A3,輔導改善,A107083000937-00001-1-GHP,00:03.9,24:27.6,NULL
A107083000939,1,調查及追蹤,,美廉社三芝中山店,食品販賣業,一般超市,三芝區,中山路1段47號,,20180903,食品現場稽查紀錄表(GHP),B1,不合格,A107083000939-00001-1-GHP,00:04.2,24:27.6,NULL
A107083000939,2,調查及追蹤,,美廉社三芝中山店,食品販賣業,一般超市,三芝區,中山路1段47號,,20180907,食品現場稽查紀錄表(GHP),A2,複查合格,A107083000939-00002-1-GHP,44:23.9,24:27.6,NULL
A107083000942,1,民眾檢舉,,原味滷肉飯圓味小吃店,餐飲業,一般餐廳,五股區,成泰路3段544之1號,,20180905,食品現場稽查紀錄表(GHP),B1,不合格,A107083000942-00001-1-GHP,44:24.3,24:27.6,NULL
A107083000942,2,民眾檢舉,,原味滷肉飯圓味小吃店,餐飲業,一般餐廳,五股區,成泰路3段544之1號,,20180921,食品現場稽查紀錄表(GHP),A2,複查合格,A107083000942-00002-1-GHP,32:45.5,24:27.6,NULL
A107083000953,1,民眾檢舉,,阿瑋鵝肉王,餐飲業,其他,板橋區,龍興街58號,,20180904,食品現場稽查紀錄表(GHP),A3,輔導改善,A107083000953-00001-1-GHP,12:42.0,24:27.6,NULL
A107083000956,1,民眾檢舉,,家傳膳食有限公司,食品工廠,其他食品製造業,板橋區,南雅南路2段144巷92號1樓,,20180903,食品現場稽查紀錄表(GHP),B1,不合格,A107083000956-00001-1-GHP,12:42.5,24:27.6,NULL
A107083000956,2,民眾檢舉,,大當家食品股份有限公司,食品工廠,其他食品製造業,板橋區,信義路163巷1號5樓,,20180903,食品現場稽查紀錄表(GHP),B1,不合格,A107083000956-00002-1-GHP,12:42.9,24:27.6,NULL
A107083000956,4,民眾檢舉,,家傳膳食有限公司,食品工廠,其他食品製造業,板橋區,南雅南路2段144巷92號1樓,,20180921,食品現場稽查紀錄表(GHP),A2,複查合格,A107083000956-00004-1-GHP,55:59.8,24:27.6,NULL
A107083000957,1,民眾檢舉,,亨芳食品行(大塊牛排),餐飲業,一般餐廳,淡水區,中正路32號1樓,,20180903,食品現場稽查紀錄表(GHP),B1,不合格,A107083000957-00001-1-GHP,12:43.4,24:27.6,NULL
A107083000957,2,民眾檢舉,,亨芳食品行(大塊牛排),餐飲業,一般餐廳,淡水區,中正路32號1樓,,20180911,食品現場稽查紀錄表(GHP),A2,複查合格,A107083000957-00002-1-GHP,42:11.4,24:27.6,NULL
A107083000960,1,民眾檢舉,,晨光大溪,食品販賣業,傳統市場攤商,板橋區,國慶路149巷26號,26號前,20180903,食品現場稽查紀錄表(GHP),A3,輔導改善,A107083000960-00001-1-GHP,12:44.1,24:27.6,NULL
A107083000964,1,民眾檢舉,,黑殿飯店,餐飲業,一般餐廳,淡水區,中正路1段62巷8號,,20180903,食品現場稽查紀錄表(GHP),B1,不合格,A107083000964-00001-1-GHP,13:12.8,24:27.6,NULL
A107083000964,2,民眾檢舉,,黑殿飯店,餐飲業,一般餐廳,淡水區,中正路1段62巷8號,,20180911,食品現場稽查紀錄表(GHP),A2,複查合格,A107083000964-00002-1-GHP,42:11.7,24:27.6,NULL
A107083000966,1,民眾檢舉,,肉多多火鍋店,餐飲業,一般餐廳,三重區,正義北路299號1樓,,20180903,食品現場稽查紀錄表(GHP),A3,輔導改善,A107083000966-00001-1-GHP,12:44.5,24:27.6,NULL
A107083100991,2,民眾檢舉,,大呼過癮,餐飲業,一般餐廳,永和區,永利路1號,,20180905,食品現場稽查紀錄表(GHP),B1,不合格,A107083100991-00002-1-GHP,44:24.7,24:27.6,NULL
A107083100991,3,民眾檢舉,,大呼過癮,餐飲業,一般餐廳,永和區,永利路1號,,20180921,食品現場稽查紀錄表(GHP),A2,複查合格,A107083100991-00003-1-GHP,22:56.2,24:27.6,NULL
A107083100993,1,專案,FDA-107食品專案-37食品接觸面含塑膠材質之食品容器具或包裝稽查專案,樺勝工業有限公司,食品工廠,其他食品用器具,土城區,永豐路189號,,20180912,食品現場稽查紀錄表(GHP),A3,輔導改善,A107083100993-00001-1-GHP,55:41.8,24:27.6,NULL
A107083100993,7,專案,FDA-107食品專案-37食品接觸面含塑膠材質之食品容器具或包裝稽查專案,琦利吸管股份有限公司,食品工廠,其他食品用器具,林口區,工二工業區工二路15號,,20181001,食品現場稽查紀錄表(GHP),A3,輔導改善,A107083100993-00007-1-GHP,55:45.6,24:27.6,NULL
A107083100993,8,專案,FDA-107食品專案-37食品接觸面含塑膠材質之食品容器具或包裝稽查專案,展聚企業有限公司,食品工廠,其他食品用器具,五股區,成泰路1段8巷9之8號,,20181001,食品現場稽查紀錄表(GHP),B1,不合格,A107083100993-00008-1-GHP,55:46.5,24:27.6,NULL
A107083100993,10,專案,FDA-107食品專案-37食品接觸面含塑膠材質之食品容器具或包裝稽查專案,展聚企業有限公司,食品工廠,其他食品用器具,五股區,成泰路1段8巷9之8號,,20181022,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A107083100993-00010-1-GHP,55:46.8,24:27.6,NULL
A107083101014,1,配合經發局稽查,,嚐鱻食品有限公司,食品工廠,其他食品製造業,板橋區,和平路14巷30號,,20180918,食品現場稽查紀錄表(GHP),B1,不合格,A107083101014-00001-1-GHP,56:02.4,24:27.6,NULL
A107083101014,2,配合經發局稽查,,嚐鱻食品有限公司,食品工廠,其他食品製造業,板橋區,和平路14巷30號1、2樓,,20180928,食品現場稽查紀錄表(GHP),A2,複查合格,A107083101014-00002-1-GHP,22:56.6,24:27.6,NULL
A107083101015,1,民眾檢舉,,千京飲食新店營業所(市招：H2U健康吧),餐飲業,一般餐廳,新店區,北新路3段205號2樓,,20180904,食品現場稽查紀錄表(GHP),A3,輔導改善,A107083101015-00001-1-GHP,15:54.9,24:27.6,NULL
A107090300001,1,民眾檢舉,,草系生活有限公司土城廠,食品工廠,休閒食品,土城區,中央路3段87號7樓之1,,20181025,食品現場稽查紀錄表(GHP),B1,不合格,A107090300001-00001-1-GHP,32:05.6,24:27.6,NULL
A107090300001,2,民眾檢舉,,草系生活有限公司土城廠,食品工廠,休閒食品,土城區,中央路3段87號7樓之1,,20181029,食品現場稽查紀錄表(GHP),A2,複查合格,A107090300001-00002-1-GHP,27:59.2,24:27.6,NULL
A107090300002,2,民眾檢舉,,市招:東石蚵仔煎,餐飲業,攤販業,土城區,延安街9號,,20180910,食品現場稽查紀錄表(GHP),A3,輔導改善,A107090300002-00002-1-GHP,44:25.1,24:27.6,NULL
A107090300005,1,民眾檢舉,,汐萬自助餐,餐飲業,自助餐飲業,汐止區,汐萬路1段296號,,20180904,食品現場稽查紀錄表(GHP),B1,不合格,A107090300005-00001-1-GHP,00:04.9,24:27.6,NULL
A107090300005,2,民眾檢舉,,汐萬自助餐,餐飲業,自助餐飲業,汐止區,汐萬路1段296號,,20180918,食品現場稽查紀錄表(GHP),A2,複查合格,A107090300005-00002-1-GHP,05:52.9,24:27.6,NULL
A107090300011,2,民眾檢舉,,三顧茅廬淡水北新店,食品販賣業,一般超市,淡水區,北新路117之3號1樓,,20180905,食品現場稽查紀錄表(GHP),B1,不合格,A107090300011-00002-1-GHP,12:46.2,24:27.6,NULL
A107090300011,4,民眾檢舉,,三顧茅廬淡水北新店,食品販賣業,一般超市,淡水區,北新路117之3號1樓,,20180914,食品現場稽查紀錄表(GHP),A2,複查合格,A107090300011-00004-1-GHP,56:02.7,24:27.6,NULL
A107090300015,1,民眾檢舉,,呷吧早餐屋,餐飲業,一般餐廳,板橋區,廣和街33之1號,,20180906,食品現場稽查紀錄表(GHP),A3,輔導改善,A107090300015-00001-1-GHP,12:46.6,24:27.6,NULL
A107090300023,1,民眾檢舉,,無市招,物流業,其他,板橋區,四維路112巷143之12號之14,,20180904,食品現場稽查紀錄表(GHP),B1,不合格,A107090300023-00001-1-GHP,12:47.0,24:27.6,NULL
A107090300023,2,民眾檢舉,,無市招,物流業,其他,板橋區,四維路112巷143之12號之14,,20180917,食品現場稽查紀錄表(GHP),A2,複查合格,A107090300023-00002-1-GHP,56:03.1,24:27.6,NULL
A107090300025,1,調查及追蹤,,統鮮美食有限公司,食品工廠,餐盒食品,三重區,中興北街136巷18弄18號,,20180903,食品現場稽查紀錄表(GHP),A3,輔導改善,A107090300025-00001-1-GHP,15:56.6,24:27.6,NULL
A107090300032,1,民眾檢舉,,大成安心購(營登:安心巧廚股份有限公司),餐飲業,美食街,三峽區,學成路229號,227號.229號.231號,20180905,食品現場稽查紀錄表(GHP),B1,不合格,A107090300032-00001-1-GHP,42:16.6,24:27.6,NULL
A107090300032,2,民眾檢舉,,大成安心購,餐飲業,美食街,三峽區,學成路229號,,20180918,食品現場稽查紀錄表(GHP),A2,複查合格,A107090300032-00002-1-GHP,22:57.0,24:27.6,NULL
A107090300035,1,其他,,福容大飯店,餐飲業,宴席餐廳(20桌以上),淡水區,觀海路83號1樓,,20180911,食品現場稽查紀錄表(GHP),A3,輔導改善,A107090300035-00001-1-GHP,42:17.0,24:27.6,NULL
A107090300039,1,配合FDA稽查,,楊堃興業有限公司,食品工廠,食品添加物,新莊區,雙鳳路111號6樓,,20180905,食品現場稽查紀錄表(GHP),A1,合格,A107090300039-00001-1-GHP,44:25.5,24:27.6,NULL
A107090300041,1,調查及追蹤,,悟饕池上飯包,餐飲業,一般餐廳,中和區,員山路464號1樓,,20180906,食品現場稽查紀錄表(GHP),B1,不合格,A107090300041-00001-1-GHP,15:57.4,24:27.6,NULL
A107090300041,2,調查及追蹤,,悟饕池上飯包,餐飲業,一般餐廳,中和區,員山路464號1樓,,20180920,食品現場稽查紀錄表(GHP),A2,複查合格,A107090300041-00002-1-GHP,22:57.3,24:27.6,NULL
A107090300042,1,民眾檢舉,,口福QQ極品全自助餐,餐飲業,自助餐飲業,中和區,圓通路289號,,20180905,食品現場稽查紀錄表(GHP),A3,輔導改善,A107090300042-00001-1-GHP,44:25.9,24:27.6,NULL
A107090300043,1,民眾檢舉,,川味麵食,餐飲業,一般餐廳,中和區,景平路522號1樓,,20180904,食品現場稽查紀錄表(GHP),A3,輔導改善,A107090300043-00001-1-GHP,44:26.3,24:27.6,NULL
A107090300048,1,專案,FDA-107食品專案-23火鍋稽查抽驗專案,99一品鍋,餐飲業,一般餐廳,汐止區,中興路150巷8之1號,,20180906,食品現場稽查紀錄表(GHP),A3,輔導改善,A107090300048-00001-1-GHP,44:26.7,24:27.6,NULL
A107090300048,7,專案,FDA-107食品專案-23火鍋稽查抽驗專案,喜鍋屋淡水店,餐飲業,一般餐廳,淡水區,新市一路2段115號,,20180927,食品現場稽查紀錄表(GHP),A2,複查合格,A107090300048-00007-1-GHP,22:57.8,24:27.6,NULL
A107090300048,8,專案,FDA-107食品專案-23火鍋稽查抽驗專案,大福精製鍋物(福萊餐飲有限公司),餐飲業,一般餐廳,淡水區,英專路95號1樓,,20180907,食品現場稽查紀錄表(GHP),B1,不合格,A107090300048-00008-1-GHP,26:26.4,24:27.6,NULL
A107090300048,9,專案,FDA-107食品專案-23火鍋稽查抽驗專案,麗媽香香鍋-溪尾分店,餐飲業,其他,三重區,溪尾街204號1樓,,20180921,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A107090300048-00009-1-GHP,47:04.9,24:27.6,NULL
A107090300048,10,專案,FDA-107食品專案-23火鍋稽查抽驗專案,大福精製鍋物(福萊餐飲有限公司),餐飲業,一般餐廳,淡水區,英專路95號1樓,,20180927,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A107090300048-00010-1-GHP,22:58.1,24:27.6,NULL
A107090300048,15,專案,FDA-107食品專案-23火鍋稽查抽驗專案,巧媽媽樂樂鍋,餐飲業,一般餐廳,樹林區,保安街1段102號,,20180910,食品現場稽查紀錄表(GHP),A3,輔導改善,A107090300048-00015-1-GHP,42:22.5,24:27.6,NULL
A107090300048,16,專案,FDA-107食品專案-23火鍋稽查抽驗專案,白甘蔗火鍋店,餐飲業,一般餐廳,永和區,得和路166號,,20180910,食品現場稽查紀錄表(GHP),A3,輔導改善,A107090300048-00016-1-GHP,42:22.9,24:27.6,NULL
A107090300048,18,專案,FDA-107食品專案-23火鍋稽查抽驗專案,悅來涮涮鍋,餐飲業,其他,三重區,三和路2段55號,,20180910,食品現場稽查紀錄表(GHP),B1,不合格,A107090300048-00018-1-GHP,42:23.3,24:27.6,NULL
A107090300048,19,專案,FDA-107食品專案-23火鍋稽查抽驗專案,沸騰Boiling Shabu Shobu-永和店,餐飲業,一般餐廳,永和區,福和路288號,,20180910,食品現場稽查紀錄表(GHP),A3,輔導改善,A107090300048-00019-1-GHP,42:24.4,24:27.6,NULL
A107090300048,20,專案,FDA-107食品專案-23火鍋稽查抽驗專案,悅來涮涮鍋,餐飲業,其他,三重區,三和路2段55號,,20180917,食品現場稽查紀錄表(GHP),A2,複查合格,A107090300048-00020-1-GHP,37:37.3,24:27.6,NULL
A107090300048,21,專案,FDA-107食品專案-23火鍋稽查抽驗專案,天下臭臭鍋,餐飲業,一般餐廳,五股區,工商路56號,,20180910,食品現場稽查紀錄表(GHP),A3,輔導改善,A107090300048-00021-1-GHP,42:24.8,24:27.6,NULL
A107090300048,24,專案,FDA-107食品專案-23火鍋稽查抽驗專案,睿婧有限公司(婧火鍋),餐飲業,其他,新莊區,福德二街53號1樓,,20180910,食品現場稽查紀錄表(GHP),B1,不合格,A107090300048-00024-1-GHP,42:25.2,24:27.6,NULL
A107090300048,25,專案,FDA-107食品專案-23火鍋稽查抽驗專案,睿婧有限公司(婧火鍋),餐飲業,其他,新莊區,福德二街53號1樓,,20180928,食品現場稽查紀錄表(GHP),B2,複查不合格,A107090300048-00025-1-GHP,37:38.3,24:27.6,NULL
A107090300048,27,專案,FDA-107食品專案-23火鍋稽查抽驗專案,Mo-Mo-Paradise雙和牧場,餐飲業,一般餐廳,永和區,中山路1段238號B2樓,,20180910,食品現場稽查紀錄表(GHP),A3,輔導改善,A107090300048-00027-1-GHP,42:25.7,24:27.6,NULL
A107090300048,28,專案,FDA-107食品專案-23火鍋稽查抽驗專案,八雲町和牛海鮮鍋物,餐飲業,其他,新莊區,中正路368號,,20180911,食品現場稽查紀錄表(GHP),A3,輔導改善,A107090300048-00028-1-GHP,42:26.1,24:27.6,NULL
A107090300048,29,專案,FDA-107食品專案-23火鍋稽查抽驗專案,紅廣小吃店市招:老先覺麻辣窯燒鍋,餐飲業,一般餐廳,土城區,明德路1段56號,,20180911,食品現場稽查紀錄表(GHP),A1,合格,A107090300048-00029-1-GHP,42:27.3,24:27.6,NULL
A107090300048,30,專案,FDA-107食品專案-23火鍋稽查抽驗專案,武侍火鍋,餐飲業,一般餐廳,板橋區,大仁街78號,,20180912,食品現場稽查紀錄表(GHP),B1,不合格,A107090300048-00030-1-GHP,42:28.9,24:27.6,NULL
A107090300048,33,專案,FDA-107食品專案-23火鍋稽查抽驗專案,全真素食火鍋鐵板燒-板橋店,餐飲業,其他,板橋區,新海路129號,,20180912,食品現場稽查紀錄表(GHP),A3,輔導改善,A107090300048-00033-1-GHP,42:29.3,24:27.6,NULL
A107090300048,34,專案,FDA-107食品專案-23火鍋稽查抽驗專案,正官木桶鍋,餐飲業,一般餐廳,蘆洲區,集賢路396號,,20180923,食品現場稽查紀錄表(GHP),B1,不合格,A107090300048-00034-1-GHP,42:29.6,24:27.6,NULL
A107090300048,36,專案,FDA-107食品專案-23火鍋稽查抽驗專案,巢鍋,食品販賣業,其他食品販賣業,板橋區,中山路1段120號,,20180914,食品現場稽查紀錄表(GHP),A3,輔導改善,A107090300048-00036-1-GHP,42:31.1,24:27.6,NULL
A107090300048,37,專案,FDA-107食品專案-23火鍋稽查抽驗專案,武侍火鍋,餐飲業,一般餐廳,板橋區,大仁街78號,,20180927,食品現場稽查紀錄表(GHP),A2,複查合格,A107090300048-00037-1-GHP,23:00.5,24:27.6,NULL
A107090300048,38,專案,FDA-107食品專案-23火鍋稽查抽驗專案,正官木桶鍋,餐飲業,一般餐廳,蘆洲區,集賢路369號,,20180926,食品現場稽查紀錄表(GHP),A2,複查合格,A107090300048-00038-1-GHP,59:16.8,24:27.6,NULL
A107090300048,39,專案,FDA-107食品專案-23火鍋稽查抽驗專案,麗媽香香鍋-溪尾分店,餐飲業,其他,三重區,溪尾街204號1樓,,20180907,食品現場稽查紀錄表(GHP),B1,不合格,A107090300048-00039-1-GHP,22:39.3,24:27.6,NULL
A107090400049,1,民眾檢舉,,二哲家,餐飲業,一般餐廳,板橋區,實踐路90號,,20180904,食品現場稽查紀錄表(GHP),B1,不合格,A107090400049-00001-1-GHP,12:50.7,24:27.6,NULL
A107090400049,2,民眾檢舉,,二哲家,餐飲業,一般餐廳,板橋區,實踐路90號,,20180920,食品現場稽查紀錄表(GHP),E1,其他(結案後另案續辦),A107090400049-00002-1-GHP,23:00.9,24:27.6,NULL
A107090400063,1,民眾檢舉,,陸家班食品有限公司,餐飲業,美食街,新店區,中興路3段1號,,20180906,食品現場稽查紀錄表(GHP),A3,輔導改善,A107090400063-00001-1-GHP,12:51.5,24:27.6,NULL
